literacy_term_id,v_s,source,headword,pos,definition,sense_category,subject_category,note_raw,grade_level_raw,grade_source_raw,grade_evidence_strength,review_status_raw,ai_tagged,external_id,lower_level_match_count,lower_level_match_detail,reuse_check,homonym_numeric_suffix,caution,final_classification,classification_reason,proposed_first_l6_batch
5016,V,schemareading-tooldict,여지,의존명사,어떤 일을 하거나 어떤 일이 일어날 가능성이나 희망.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-167,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5017,V,schemareading-tooldict,외04,명사,"흙벽을 바르기 위하여 벽 속에 엮은 나뭇가지. 대가지, 수수깡, 싸리 잡목 따위를 가로세로로 얽는다.",,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-168,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",Y,,HOLD,"동형이의 번호 분리 표기(literacy.db 자체 표기) - phase11/12와 동일 기준으로 의미 미확정, 콘텐츠화 전 확정 필요",
5018,V,schemareading-tooldict,원,명사,둥글게 그려진 모양이나 형태.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-171,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,HOLD,"정의가 매우 기초적/일반적('둥글게 그려진 모양이나 형태.')이라 고2~3(L6) 수준 근거가 약함 - level=6 배정은 grade_level 개별 태그 없이 정책 매핑(grade_source=manual)에만 의존, 개별 근거로 보강 필요",
5019,V,schemareading-tooldict,이론01,명사,사물의 이치나 지식 따위를 해명하기 위하여 논리적으로 정연하게 일반화한 명제의 체계.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-172,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",Y,,HOLD,"동형이의 번호 분리 표기(literacy.db 자체 표기) - phase11/12와 동일 기준으로 의미 미확정, 콘텐츠화 전 확정 필요",
5020,V,schemareading-tooldict,이룩,명사,이룩하다의 어근. 어떤 큰 현상이나 사업 따위를 이룸.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-173,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5021,V,schemareading-tooldict,이면,명사,물체의 뒤쪽 면.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-174,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,전면(앞면)과 정반대 의미의 대비 짝(앞면/뒷면) - 동시 출제 시 구분 문구 권장,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5023,V,schemareading-tooldict,이상하다,형용사,정상적인 상태와 다르다.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-176,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5024,V,schemareading-tooldict,이성,명사,개념적으로 사유하는 능력을 감각적 능력에 상대하여 이르는 말. 인간을 다른 동물과 구별시켜 주는 인간의 본질적 특성이다.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-177,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5025,V,schemareading-tooldict,입각,명사,어떤 사실이나 주장 따위에 근거를 두어 그 입장에 섬.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-178,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5026,V,schemareading-tooldict,패러다임,명사,어떤 한 시대 사람들의 견해나 사고를 근본적으로 규정하고 있는 테두리로서의 인식의 체계. 또는 사물에 대한 이론적인 틀이나 체계.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-181,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
